review_key,store,date,rating,text,source_file,month,year,low_rating,stream_access,payment_entitlement,advertising,devices,support,quality,discovery_timing,sport_tennis,sport_F1,sport_MotoGP,sport_football,sport_cricket
ccc71421ae8453cc34c3,Android mobile,2026-09-10 23:08:58+05:30,3,Amaan sherwani nice app he amzeg,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
df33b869d4f618f59c43,Android mobile,2026-09-10 21:05:34+05:30,5,good system are good,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
ad341a538bd74225a2b6,Android mobile,2026-09-10 21:05:04+05:30,5,cricket 🏏,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,True
369476f3e8ff30e93377,Android mobile,2026-09-10 21:05:03+05:30,5,good,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
c2e07b59fed81efdf9eb,Android mobile,2026-09-10 21:04:35+05:30,5,best app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
5bdac873cb62ef637a86,Android mobile,2026-09-10 20:45:58+05:30,5,op app hai,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
be7b8f19cc2b6c2d24a8,Android mobile,2026-09-10 19:03:51+05:30,5,Fancode watch love app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
abe65da6580dc5417195,Android mobile,2026-09-10 18:16:39+05:30,5,this is best app😊😊,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
3b500de8ae4997ddb3be,Android mobile,2026-09-10 16:47:57+05:30,5,I love the aap is so cool did the aap use more battery it is may favorite aap i always use this aap,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
95e58daf71ac6c93318d,Android mobile,2026-09-10 15:11:48+05:30,5,HDFC Bank ka khoob Bhalo,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
9366efd0a9f731018755,Android mobile,2026-09-10 13:07:43+05:30,5,This app was a good and ueseble.Many features are included in this app.,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
ac658f9b517e59c309a9,Android mobile,2026-09-10 09:29:59+05:30,5,Narendra Modi,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
946c98838d4bba9c2461,Android mobile,2026-09-10 08:28:22+05:30,5,nice app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
e9c6dbf5088828165e13,Android mobile,2026-09-09 22:00:54+05:30,5,verynice,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
392725ff4fa55d44f771,Android mobile,2026-09-09 21:57:41+05:30,5,Great work by team Fancode,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
30f6eef841b3bf6e7706,Android mobile,2026-09-09 20:07:25+05:30,5,loved it keep it up....👍,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
4dabb1c6500f015ad154,Android mobile,2026-09-09 16:19:52+05:30,5,nice,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
9765334a68fdc3acf1be,Android mobile,2026-09-09 15:59:41+05:30,5,good 👍🏻👍🏻👍🏻,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
c818d44d7270e9dc005a,Android mobile,2026-09-09 15:48:26+05:30,5,football i love,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,True,False
09d4538c423fdf3de891,Android mobile,2026-09-09 14:00:20+05:30,5,soooooo nice 👍,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
111c7ad348a92e2e81e8,Android mobile,2026-09-09 10:13:11+05:30,5,good,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
bd2a2b42a8257cb1c714,Android mobile,2026-09-09 09:11:28+05:30,5,nice app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
6c35b33805afd8e15c19,Android mobile,2026-09-09 09:07:14+05:30,5,good app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
828e1e2ff8568afc15a7,Android mobile,2026-09-09 07:58:08+05:30,5,yiiyg,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
a74f19cd913e17bd55d3,Android mobile,2026-09-09 07:39:48+05:30,5,very good moj app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
fb16021fc81c64a2ad82,Android mobile,2026-09-08 22:30:11+05:30,5,🤩nice,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
d79d88c562f61d3ef770,Android mobile,2026-09-08 20:40:22+05:30,5,Bast app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
d35c971ecb7579d5afc3,Android mobile,2026-09-08 16:49:35+05:30,5,good,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
476ad905a40d672ec8c9,Android mobile,2026-09-08 14:36:17+05:30,1,mera Jio ka recharge hai usmain fancode free hai par chal nhi raha,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,False,True,False,False,False,False,False,False,False,False,False,False
9f3e414da6d40ee60335,Android mobile,2026-09-08 13:05:04+05:30,5,nice good 👍,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
697d18b88234839a583d,Android mobile,2026-09-08 12:59:59+05:30,5,bast app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
a86b6e2828527002072d,Android mobile,2026-09-08 08:46:16+05:30,2,"not for free anything, everything will be on payment, if want really to enjoy cricket, better to download hotstar",data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,False,True,False,False,False,False,False,False,False,False,False,True
4be02c5d4d9faea965b8,Android mobile,2026-09-08 08:23:14+05:30,5,very very happy bahut Achcha hai,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
1ebde7e98b9cae5e1707,Android mobile,2026-09-07 18:30:48+05:30,5,aacha,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
0b96ff18df2e427d6716,Android mobile,2026-09-07 16:22:20+05:30,5,very good app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
1d8d98f19ae1678ed708,Android mobile,2026-09-07 10:58:27+05:30,5,best,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
6e1ee75c5d643447602f,Android mobile,2026-09-07 09:01:26+05:30,5,nice app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
a8eeed927ad5eec4d4bf,Android mobile,2026-09-07 06:20:50+05:30,5,lallan top,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
ed1e156357bb5b098105,Android mobile,2026-09-07 02:08:05+05:30,5,nice,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
b49847f0b0c9d94171db,Android mobile,2026-09-07 00:47:57+05:30,5,good 👍,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
56985b100905bf6987bd,Android mobile,2026-09-06 22:05:35+05:30,4,4.5 stars,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
fe0ea0b1c913d1ec9445,Android mobile,2026-09-06 21:21:34+05:30,5,after jio hotstar this the best way watch full hd lots beter then zee5 and sony liv,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,True,False,False,False,False,False,False
94c3c0f284628a765c03,Android mobile,2026-09-06 20:05:58+05:30,5,❤️ loving,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
0ed7ca8c63f22b6947f5,Android mobile,2026-09-06 19:42:11+05:30,1,need subscription,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,False,True,False,False,False,False,False,False,False,False,False,False
52e176634874c02288a5,Android mobile,2026-09-06 19:06:26+05:30,1,Horrible stream. Not counting the streaming issues. For F1 the video shown on screen doesn't match the commentary. Keeps showing unrelated b roll especially when the commentary is taking about replays or specific incidents. Get your audio and video from the same source!!!,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,False,False,False,True,False,False,True,False,True,False,False,False
738e38130deaa6662602,Android mobile,2026-09-06 18:00:09+05:30,1,Doesn't support the horizontal orientation on tablets.,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,False,False,False,False,True,False,False,False,False,False,False,False
5e3d30ad59e979f2430f,Android mobile,2026-09-06 17:49:24+05:30,5,sksajan,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
380b226fdd55b247a61f,Android mobile,2026-09-06 16:47:41+05:30,1,"worst experience. to many ads, I strongly recommend going with any other apps.",data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,False,False,True,False,False,False,False,False,False,False,False,False
4cde6d058422b1b7ba9e,Android mobile,2026-09-06 14:16:41+05:30,2,Till now the app was working perfectly i often used to watch Formula 1 and Football but from 2 days its getting stuck on the loading screen i.e after opening the app all I get is a white blank screen while viewing the fancode website it works perfectly. And I have tried everything honestly its irritating,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,True,False,False,True,False,False,False,False,True,False,True,False
fad19ca749e4bfb9029b,Android mobile,2026-09-06 13:57:35+05:30,1,nice app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,False,False,False,False,False,False,False,False,False,False,False,False
da8345fad5362c9b7b50,Android mobile,2026-09-06 10:43:00+05:30,5,good,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
baa9111a0468b705d57b,Android mobile,2026-09-06 08:52:47+05:30,1,App not working in VIVo V30 since 2months,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,True,False,False,False,False,False,False,False,False,False,False,False
4ddf44a2cebf81ca7cae,Android mobile,2026-09-06 08:27:32+05:30,4,"UI can be better, but the pricing and the direction it's headed is good.",data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
f48720d27980f90e5b96,Android mobile,2026-09-06 07:56:01+05:30,1,very bad🤕,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,True,False,False,False,False,False,False,False,False,False,False,False,False
79be3850a891ffd46a5e,Android mobile,2026-09-06 07:07:00+05:30,3,nice app,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
0446680803606dfbbc6d,Android mobile,2026-09-06 00:50:13+05:30,5,nice,data/raw/reviews/google_play/com.dream11sportsguru_response_001_57137e8e20fc.txt,2026-09,2026,False,False,False,False,False,False,False,False,False,False,False,False,False
