session_id,event,event_code,type,date_literal,status,source_id,utc_usable
af8ef8e4-a1e8-4c21-818a-70e3fc216635,GRAND PRIX OF PORTUGAL,POR,FP,2026-11-14T10:10:00+00:00,NOT-STARTED,v4_motogp_sessions_por,False
c57db23b-19a8-479b-a7bf-e71a02f9f3bf,GRAND PRIX OF PORTUGAL,POR,Q,2026-11-14T10:50:00+00:00,NOT-STARTED,v4_motogp_sessions_por,False
da48a0ce-febf-487b-9fc2-b609c3c71ea2,GRAND PRIX OF PORTUGAL,POR,Q,2026-11-14T11:15:00+00:00,NOT-STARTED,v4_motogp_sessions_por,False
245ed850-b33b-4fc5-89e2-a759c9373ba5,GRAND PRIX OF PORTUGAL,POR,SPR,2026-11-14T15:00:00+00:00,NOT-STARTED,v4_motogp_sessions_por,False
4a61d06e-3141-4d07-9e1c-5fa8eeb42d7e,GRAND PRIX OF PORTUGAL,POR,WUP,2026-11-15T09:40:00+00:00,NOT-STARTED,v4_motogp_sessions_por,False
c39523d9-4eea-4796-b7c2-f83c1e2a4154,GRAND PRIX OF PORTUGAL,POR,RAC,2026-11-15T13:00:00+00:00,NOT-STARTED,v4_motogp_sessions_por,False
3f860f7e-8060-479e-98e9-4761ce828da9,GRAND PRIX OF VALENCIA,VAL,FP,2026-11-20T10:45:00+00:00,NOT-STARTED,v4_motogp_sessions_val,False
9e33e708-df60-48da-b92f-f20f9143474c,GRAND PRIX OF VALENCIA,VAL,PR,2026-11-20T15:00:00+00:00,NOT-STARTED,v4_motogp_sessions_val,False
b21297bc-37e6-4031-8975-f447b1dd28d8,GRAND PRIX OF VALENCIA,VAL,FP,2026-11-21T10:10:00+00:00,NOT-STARTED,v4_motogp_sessions_val,False
049fa824-94c2-4376-a4c7-a0019d168c36,GRAND PRIX OF VALENCIA,VAL,Q,2026-11-21T10:50:00+00:00,NOT-STARTED,v4_motogp_sessions_val,False
eb07f3f3-979e-4dbd-b04b-3a679744f981,GRAND PRIX OF VALENCIA,VAL,Q,2026-11-21T11:15:00+00:00,NOT-STARTED,v4_motogp_sessions_val,False
d7a89423-9dfe-40c1-b374-5021c27c1906,GRAND PRIX OF VALENCIA,VAL,SPR,2026-11-21T15:00:00+00:00,NOT-STARTED,v4_motogp_sessions_val,False
347e6c09-08de-4aea-8754-bca96ee929fe,GRAND PRIX OF VALENCIA,VAL,WUP,2026-11-22T09:40:00+00:00,NOT-STARTED,v4_motogp_sessions_val,False
64959be5-20eb-4477-8a6d-ae6cad3463f8,GRAND PRIX OF VALENCIA,VAL,RAC,2026-11-22T14:00:00+00:00,NOT-STARTED,v4_motogp_sessions_val,False
